Titulo-Artista|Letra
Aquieta Minh'alma-Ministério Zoe|"Aquieta minh'alma
Faz meu coração ouvir Tua voz
Me chama pra perto
Só assim eu não me sinto só Ooh, aquieta, minh'alma
Faz meu coração ouvir Tua voz
Me chama pra perto
Só assim eu não me sinto só Porque, na verdade, eu descobri
Que tudo que eu preciso está em Ti
Mas meu coração é teimoso demais pra admitir
Sei que depender é como viver perigosamente, mas
Eu preciso acreditar e confiar no que Você me diz Aquieta, minh'alma
Faz meu coração ouvir Tua voz
Me chama pra perto
Só assim eu não me sinto só Eu sei que mesmo sem entender, Você está no controle, então
Me esconda no Teu coração, me amarre a Ti, pra eu não desistir
Eu não quero mais fugir da Tua vontade pra mim, eu sei
Que vai ser difícil, mas
Você estará sempre comigo E mesmo que minh'alma grite, tente me fazer voltar atrás
Eu vou confiar, eu vou descansar, me lançar no Teu amor
No Teu amor, Senhor O tempo não pode apagar, as muitas águas nunca levarão o amor
Que Você sente por mim, eu sei
Que tudo vai se cumprir
O tempo não pode apagar, as muitas águas nunca levarão o amor
Que Você sente por mim, eu sei
Que tudo vai se cumprir Vai ser difícil, eu sei, largar tudo por Você
Mas eu sei que quando eu pensar em desistir
Você estará ao meu lado, me segurando
Me assegurando de que tudo vai ficar bem
Tudo vai ficar bem Vai ser difícil, eu sei, largar tudo por Você
Mas eu sei que quando eu pensar em desistir
Você estará ao meu lado, me segurando
Me assegurando de que tudo vai ficar bem
Tudo vai ficar bem E se eu cair, a Tua mão me levantará
E se eu chorar, toda lágrima Você enxugará
E se eu cair, a Tua mão me levantará
E se eu chorar, toda lágrima Você enxugará Então vem e aquieta minh'alma
Faz meu coração ouvir Tua voz
Oh, me chama pra perto
Só assim eu não me sinto só Aquieta minh'alma
Faz meu coração ouvir Tua voz
Me chama pra perto
Só assim eu não me sinto só Porque, na verdade, eu descobri
Que tudo que eu preciso está em Ti
Mas meu coração é teimoso demais pra admitir
Sei que depender é como viver perigosamente, mas
Eu preciso acreditar e confiar no que Você me diz"
Only Love Can Hurt Like This-Paloma Faith|"I'd tell myself you don't mean a thing
And what we got, got no hold on me
But when you're not there, I just crumble I tell myself I don't care that much
But I feel like I'd die till I feel your touch
Only love, only love can hurt like this Only love can hurt like this
Must have been a deadly kiss
Only love can hurt like this Say I wouldn't care if you walked away
But everytime you're there, I'm begging you to stay
When you come close, I just tremble And everytime, everytime you go
It's like a knife that cuts right through my soul
Only love, only love can hurt like this Only love can hurt like this
Must have been a deadly kiss
Only love can hurt like this Only love can hurt like this
Your kisses burning to my skin
Only love can hurt like this But it's the sweetest pain
Burning hot through my veins
Love is torture, makes me more sure
Only love can hurt like this Only love can hurt like this
Only love can hurt like this
Must have been the deadly kiss
Only love can hurt like this Only love can hurt like this
Your kisses burning to my skin
Only love can hurt like this (only love can hurt like this)
Only love can hurt like this (only love can hurt like this) Save me, save me
Only love, only love
'Cause only love can hurt like this
And it must have been the deadly kiss"
Raridade-Anderson Freire|"Não consigo ir além do teu olhar
Tudo o que eu consigo é imaginar
A riqueza que existe dentro de você O ouro eu consigo só admirar
Mas te olhando eu posso a Deus adorar
Sua alma é um bem que nunca envelhecerá O pecado não consegue esconder
A marca de Jesus que existe em você
O que você fez ou deixou de fazer
Não mudou o início, Deus escolheu você Sua raridade não está naquilo que você possui
Ou que sabe fazer
Isso é mistério de Deus com você Você é um espelho
Que reflete a imagem do Senhor
Não chore se o mundo ainda não notou
Já é o bastante Deus reconhecer o seu valor Você é precioso
Mais raro que o ouro puro de Ofir
Se você desistiu, Deus não vai desistir
Ele está aqui pra te levantar se o mundo te fizer cair O ouro eu consigo só admirar
Mas te olhando eu posso a Deus adorar
Sua alma é um bem que nunca envelhecerá O pecado não consegue esconder
A marca de Jesus que existe em você
O que você fez ou deixou de fazer
Não mudou o início, Deus escolheu você Sua raridade não está naquilo que você possui
Ou que sabe fazer
Isso é mistério de Deus com você Você é um espelho
Que reflete a imagem do Senhor
Não chore se o mundo ainda não notou
Já é o bastante Deus reconhecer o seu valor Você é precioso
Mais raro que o ouro puro de Ofir
Se você desistiu, Deus não vai desistir
Ele está aqui pra te levantar se o mundo te fizer cair Você é um espelho
Que reflete a imagem do Senhor
Não chore se o mundo ainda não notou
Já é o bastante Deus reconhecer o seu valor Você é precioso
Mais raro que o ouro puro de Ofir
Se você desistiu, Deus não vai desistir
Ele está aqui pra te levantar se o mundo te fizer cair Você é um espelho
Que reflete a imagem do Senhor
Não chore se o mundo ainda não notou
Já é o bastante Deus reconhecer o seu valor Você é precioso
Mais raro que o ouro puro de Ofir
Se você desistiu, Deus não vai desistir
Ele está aqui pra te levantar se o mundo te fizer cair"
PATRAI (Passei a Noite Pensando) (part. O Rei da Batidinha)-Japãozin|"Passei a noite pensando e quase que eu não durmo
Que lapa de raba da porra, ela sentando é um absurdo
E senta, senta, sarra, sarra, joga e se contrai
Tira a calcinha e amor, vai, vai Passei a noite pensando e quase que eu não durmo
Que lapa de raba da porra, ela sentando é um absurdo
E senta, senta, sarra, sarra, joga e se contrai
Tira a calcinha e amor, vai, vai Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, porra, chama
Olha pra trai, pra trai, pra trai, pra trai, pra trai, pra trai Passei a noite pensando e quase que eu não durmo
Que lapa de raba da porra, ela sentando é um absurdo
E senta, senta, sarra, sarra, joga e se contrai
Tira a calcinha e amor, vai, vai
Passei a noite pensando e quase que eu não durmo
Que lapa de raba da porra, ela sentando é um absurdo
E senta, senta, sarra, sarra, joga e se contrai
Tira a calcinha e amor, vai, vai Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, pra trai
Olha pra trai, pra trai, pra trai, porra, chama
Olha pra trai, pra trai, pra trai, pra trai, pra trai, pra trai"
Tão Sublime Sacramento-Músicas Católicas|"Tão sublime sacramento
Adoremos neste altar
Pois o Antigo Testamento
Deu ao Novo seu lugar
Venha a fé, por suplemento
Os sentidos completar Ao eterno Pai cantemos
E a Jesus, o Salvador
Ao Espírito exaltemos
Na Trindade eterno amor
Ao Deus uno e trino demos
A alegria do louvor Amém! Amém!"
A Sky Full Of Stars-Coldplay|"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you, ooh 'Cause you're a sky, 'cause you're a sky full of stars
I wanna die in your arms, oh
'Cause you get lighter the more it gets dark
I'm gonna give you my heart, oh I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you, ooh
I think I see you, ooh 'Cause you're a sky, you're a sky full of stars
Such a heavenly view
You're such a heavenly view
(Yeah, yeah, yeah, oh)"
O Cântico de Maria-Ministério Adoração e Vida|"A minha alma engrandece
E glorifica ao Senhor
Meu espírito se alegra em Deus
Meu salvador
Meu salvador, meu salvador
Meu salvador, meu salvador Ele olhou minha pequenez
Fez-me bendita entre as nações
Realizou em mim maravilhas
O poderoso
Poderoso, poderoso
Poderoso, poderoso A sua misericórdia
É de geração em geração
Sobre os que temem aquele
Cujo nome é santo
É santo, é santo
É santo, é santo Agiu com poder, com o Seu braço forte
Orgulhosos dispersou, poderosos destronou
Exaltou os humildes, saciou os famintos
Despediu os ricos sem nada Lembrou-se do amor a Israel, o Seu servo
Conforme prometeu outrora a nossos pais
Em favor de Abraão e sua posteridade
Para todo o sempre
Para sempre, para sempre
Para sempre, para sempre Agiu com poder, com o Seu braço forte
Orgulhosos dispersou, poderosos destronou
Exaltou os humildes, saciou os famintos
Despediu os ricos sem nada Lembrou-se do amor a Israel, o Seu servo
Conforme prometeu outrora a nossos pais
Em favor de Abraão e sua posteridade
Para todo o sempre
Para sempre (sempre), para sempre (sempre)
Para sempre (e nos Seus braços), para sempre (meu salvador) Meu salvador poderoso
Cujo nome é santo para sempre
Meu salvador poderoso (poderoso!)
(Santo) cujo nome é santo para sempre (sempre) Meu salvador poderoso (poderoso)
Cujo nome é santo (cujo nome é santo) para sempre
Para sempre, para sempre
Sempre"
Deus Proverá-Gabriela Gomes|"Eu posso até estar aflito, mas nunca derrotado
Eu posso até chorar, eu posso até sofrer
Mas o amanhã virá e minha fé será recompensada
E o meu Deus não falha, não! Eu posso até estar ferido, mas nunca destruído
Eu posso ser provado para ser aprovado
Mas o amanhã virá e minha fé será recompensada
E o meu Deus não falha, não!
Não falha, não! Não vivo pela vista, não
Eu vivo pela fé, então
Deus proverá! Deus proverá!
Olho para o alto, então
Vem o socorro, sim!
Deus proverá! Deus proverá! Eu posso até estar ferido, mas nunca destruído
Eu posso ser provado para ser aprovado
Mas o amanhã virá e minha fé será recompensada
E o meu Deus não falha
Ele não falha, Ele não falha não! Não vivo pela vista, não
Eu vivo pela fé, então
Deus proverá! Deus proverá!
Olho para o alto, então
Vem o socorro, sim!
Deus proverá! Deus proverá! Não vivo pela vista, não
Eu vivo pela fé, então
Deus proverá! Deus proverá!
Olho para o alto, então
Vem o socorro, sim!
Deus proverá! Deus proverá! Deus proverá! Ele proverá! Deus proverá quando o azeite e a farinha faltar
Quando a minha força se esgotar,
Deus proverá!
Deus proverá! Mesmo cego, me faz enxergar
Mesmo falho, me faz andar sobre as águas Deus proverá quando o azeite e a farinha faltar
Quando a minha força se esgotar,
Deus proverá!
Deus proverá! Mesmo cego, me faz enxergar
Mesmo falho, me faz andar sobre as águas Deus proverá quando o azeite e a farinha faltar
Quando a minha força se esgotar,
Deus proverá!
Deus proverá! Mesmo cego, me faz enxergar
Mesmo falho, me faz andar sobre as águas Não vivo pela vista, não
Eu vivo pela fé, então
Deus proverá! Deus proverá!
Olho para o alto, então
Vem o socorro, sim
Deus proverá, Deus proverá!"
Pensando Em Jesus-Harpa Cristã|"Nas horas que passo pensando em Jesus
As trevas desfaço, buscando a luz
Que horas de vida tão doces pra mim
Jesus me convida que eu suba pra Si Da vida voando, sem nenhum temor
Acima buscando do véu o amor
Que doce ventura, que aspecto feliz
Que nova natura minha alma bendiz Do mar o bramido, da brisa o langor
Da ave o carpido de doce amor
Me falam sentidos, acordes dos céus
Me trazem aos ouvidos os hinos de Deus Minha alma ansiosa já quer percorrer
A senda gloriosa que eu hei de ver
Que coisa tão bela, oh, que luz sem véu
Jesus me revela mistérios do céu"
Bohemian Rhapsody-Queen|"Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality Open your eyes
Look up to the skies and see
I'm just a poor boy
I need no sympathy
Because I'm easy come, easy go
Little high, little low
Anyway the wind blows
Doesn't really matter to me
To me Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away Mama! Ooh!
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on
As if nothing really matters Too late, my time has come
Sends shivers down my spine
Body's aching all the time
Goodbye, everybody
I've got to go
Gotta leave you all behind
And face the truth Mama! Ooh!
(Anyway the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all I see a little silhouetto of a man
Scaramouche! Scaramouche!
Will you do the fandango?
Thunderbolt and lightning
Very, very frightening me!
Galileo! Galileo!
Galileo! Galileo!
Galileo, Figaro!
Magnifico! I'm just a poor boy and nobody loves me
(He's just a poor boy from a poor family)
(Spare him his life, from this monstrosity) Easy come, easy go
Will you let me go? Bismillah!
No, we will not let you go!
(Let him go!)
Bismillah!
We will not let you go!
(Let him go!)
Bismillah!
We will not let you go!
(Let me go!)
Will not let you go!
(Let me go!)
Never, never let you go!
Never, never, never let me go!
No, no, no, no, no, no, no! Oh, mamma mia, mamma mia!
Mamma mia, let me go!
Beelzebub has a devil put aside for me!
For me!
For me! So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby!
Can't do this to me, baby!
Just gotta get out
Just gotta get right outta here! Oh, yeah!
Oh, yeah! Nothing really matters
Anyone can see
Nothing really matters
Nothing really matters to me Anyway the wind blows"
Povo de Deus, Foi Assim-Músicas Católicas|"Povo de Deus, foi assim
Deus cumpriu a palavra que diz
Uma virgem irá conceber
E a visita de Deus me fez mãe Mãe do Senhor, nossa mãe
Nós queremos contigo aprender
A humildade, a confiança total
E escutar o Teu filho que diz Senta comigo, à minha mesa
Nutre a esperança, reúne os irmãos
Planta meu reino, transforma a terra
Mais que coragem, tens minha mão! Povo de Deus, foi assim
Nem montanha ou distância qualquer
Me impediu de servir e sorrir
Visitei com meu Deus, fui irmã Mãe do Senhor, nossa mãe
Nós queremos contigo aprender
Desapego, bondade, teu sim
E acolher o Teu filho que diz Senta comigo, à minha mesa
Nutre a esperança, reúne os irmãos
Planta meu reino, transforma a terra
Mais que coragem, tens minha mão! Povo de Deus, foi assim
Meu menino cresceu e entendeu
Que a vontade do Pai conta mais
E a visita foi Deus quem nos fez Mãe do Senhor, nossa mãe
Nós queremos contigo aprender
A justiça, a vontade do pai
Entender o Teu filho que diz Senta comigo, à minha mesa
Nutre a esperança, reúne os irmãos
Planta meu reino, transforma a terra
Mais que coragem, tens minha mão! Povo de Deus, foi assim
Da verdade jamais se afastou
Veio a morte e ficou nosso pão
Visitou-nos e espera por nós! Mãe do Senhor, nossa mãe
Nós queremos contigo aprender
A verdade, a firmeza, o perdão
E seguir o Teu filho que diz Senta comigo, à minha mesa
Nutre a esperança, reúne os irmãos
Planta meu reino, transforma a terra
Mais que coragem, tens minha mão!"
